"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.765480658E0,-2.561549842E-2,-3.255075216E-2,-3.257369995E-2
4.781441351E0,-2.128022909E-2,-2.165335417E-2,9.822845459E-4
4.797432562E0,-6.393210590E-2,-1.458400488E-2,-1.330852509E-2
4.813362738E0,8.648350835E-2,1.499342918E-2,1.065053940E-1
4.829384466E0,-4.263959825E-2,-2.731865644E-2,1.042470932E-1
4.845375677E0,8.596807718E-3,-2.960151434E-2,1.258277893E-1
4.861336371E0,-2.594693005E-2,-3.777593374E-2,-2.453556061E-1
4.877327582E0,-2.364695072E-2,2.277135849E-3,6.231307983E-3
4.893257758E0,2.596899867E-3,-8.455455303E-3,1.623067856E-1
4.909248968E0,-2.502639592E-2,2.314680815E-2,-6.939411163E-2
4.925270697E0,-5.530714989E-3,-2.007067204E-3,2.641677856E-3
4.941200873E0,3.058120608E-3,-3.411453962E-2,8.204460144E-2
4.957161566E0,-1.005282998E-2,-3.796297312E-2,7.748126984E-2
4.973152777E0,-3.737011552E-2,-3.177660704E-2,3.205204010E-2
4.989113470E0,-3.126843274E-2,-1.116091013E-2,-4.688930511E-2
5.005043646E0,-2.216704190E-2,-2.940571308E-2,-3.581047058E-3
5.021034857E0,-9.974569082E-3,-2.574658394E-2,3.255558014E-2
5.037026068E0,-3.051212430E-2,-3.591865301E-2,-1.044559479E-2
5.052986761E0,-1.516838372E-2,-4.096102715E-2,-9.021759033E-4
5.068977972E0,-1.252949238E-2,-1.814889908E-2,8.600234985E-3
5.084969183E0,-3.337335587E-2,-8.215487003E-3,-8.476352692E-2
5.100929877E0,-2.614288032E-2,1.233589649E-2,-7.911682129E-3
5.116921088E0,-2.981804311E-2,2.296984196E-2,7.148838043E-2
5.132912299E0,-2.370694280E-2,8.229792118E-3,5.024051666E-2
5.148903509E0,7.466241717E-3,-2.587878704E-2,2.880764008E-2
5.164894720E0,-2.880683541E-2,-2.331769466E-2,1.920604706E-2
5.180916449E0,-2.009645104E-3,-3.447073698E-2,-1.220483780E-1
5.196938177E0,-3.539532423E-3,-1.675909758E-2,-9.320259094E-3
5.212929388E0,-1.398319006E-2,-2.145928144E-2,-5.687332153E-2
5.228859564E0,-3.716126084E-3,-2.590256929E-2,1.659955978E-1
5.244850775E0,-2.180941403E-2,-4.544490576E-2,1.155595779E-1
5.260872504E0,-4.285356402E-2,-2.764397860E-2,-1.745452881E-1
5.276863715E0,-4.122878611E-2,-2.365052700E-3,-7.902812958E-2
5.292854925E0,3.688767552E-3,-4.344046116E-3,1.005735397E-1
5.308846136E0,-3.608231246E-2,-3.269505501E-2,-1.436271667E-1
5.324837347E0,3.164337575E-2,-3.148496151E-3,9.594821930E-2
5.340798041E0,3.557355702E-2,-4.159772396E-2,2.565193176E-1
5.356789252E0,-4.176557064E-3,-4.322052002E-2,-2.130069733E-1
5.372719427E0,-4.257950187E-2,-4.800641537E-2,-2.992191315E-1
5.388710638E0,-5.273333192E-2,-1.550900936E-2,-1.629734039E-2
5.404732367E0,-1.060977578E-3,1.332587004E-2,2.833805084E-1
5.420693060E0,9.358748794E-3,-1.823002100E-2,2.330150604E-1
5.436684271E0,-1.545977592E-2,1.530539989E-2,-1.886749268E-2
5.452644965E0,-1.211297512E-2,6.023007631E-2,-1.604852676E-1
5.468605658E0,-4.114884138E-2,3.185391426E-2,-4.553508759E-2
5.484535834E0,-5.568414927E-2,-3.943645954E-2,8.637905121E-2
5.500527045E0,-4.536068439E-2,-6.457883120E-2,4.578399658E-2
5.516518256E0,-3.416270018E-2,-7.053571939E-2,4.328632355E-2
5.532509466E0,-5.659490824E-3,-5.110710859E-2,1.430511475E-5
5.548439642E0,-1.688902080E-2,-1.252597570E-2,-2.886390686E-2
5.564430853E0,-1.459185779E-2,-1.178950071E-2,5.961799622E-2
5.580391547E0,-1.650321484E-2,-1.842337847E-2,2.118492126E-2
5.596382758E0,-4.178404808E-2,-2.479583025E-2,-6.752014160E-2
5.612312933E0,-2.456180751E-2,-6.758749485E-3,-5.198478699E-3
5.628304144E0,-3.918573260E-3,1.436471939E-4,1.529703140E-1
5.644325873E0,-2.643480897E-3,6.358444691E-3,3.082370758E-2
5.660317084E0,1.387052238E-2,-1.213848591E-3,-9.624099731E-2
5.676308295E0,-1.625427604E-2,-4.070436954E-2,-1.083040237E-1
5.692330023E0,-8.900806308E-3,-1.877623796E-2,1.502904892E-1
5.708321234E0,-2.835743129E-2,-2.279299498E-2,3.044128418E-2
5.724312445E0,-1.968681812E-2,2.509832382E-2,-3.920745850E-2
5.740242621E0,-7.870748639E-3,3.867083788E-2,-2.014160156E-2
5.756203314E0,7.894337177E-4,2.611875534E-3,1.817226410E-2
5.772194525E0,-1.308931410E-2,-8.399486542E-4,5.405235291E-2
5.788155218E0,-3.789512813E-2,-2.944195271E-2,4.434776306E-2
5.804085394E0,-4.044085741E-2,-3.740143776E-2,1.542282104E-2
5.820076605E0,-3.391064703E-2,-4.800951481E-2,-1.590251923E-2
5.836067816E0,-7.432654500E-3,-4.463136196E-2,2.456378937E-2
5.851997992E0,-1.405526698E-2,-1.178789139E-2,6.013393402E-2
5.868019720E0,-1.053015888E-2,-1.444631815E-2,4.598617554E-3
5.884010931E0,-1.139506698E-2,8.225977421E-3,-7.958507538E-2
5.899971625E0,-2.222892642E-2,4.565954208E-3,-3.897762299E-2
5.915962836E0,-5.565683544E-2,3.817200661E-3,-2.198123932E-2
5.931893011E0,-3.704881668E-2,7.800936699E-3,3.587245941E-2
5.947884222E0,-6.868064404E-3,-1.127272844E-2,4.815387726E-2
5.963844916E0,-1.482476294E-2,-2.691292763E-2,5.541801453E-2
